21-02-2019 19:38:53 A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: Named Pipes Provider, error: 40 - Could not open a connection to SQL Server) : The network path was not found
-
21-02-2019 19:39:45 Exporting Partner to Json: Sarcom
21-02-2019 19:39:45 No certificate is configured with the Partner
21-02-2019 19:39:45 Partner Sarcom exported to Json with Name Sarcom
21-02-2019 19:39:45 Partner Export to Json Successfull: Sarcom
-
-
21-02-2019 19:39:52 Exporting agreement to Json: MSFT_Sarcom_867_00401_CMODS_IN
21-02-2019 19:40:02 Agreement MSFT_Sarcom_867_00401_CMODS_IN Exported to Json with Name MSFT_Sarcom_867_00401_CMODS_IN
21-02-2019 19:40:02 Agreement Export to Json Successfull: MSFT_Sarcom_867_00401_CMODS_IN
-
-
21-02-2019 19:40:02 Exporting agreement to Json: MSFT_Sarcom_INV_X12
21-02-2019 19:40:11 Agreement MSFT_Sarcom_INV_X12 Exported to Json with Name MSFT_Sarcom_INV_X12
21-02-2019 19:40:11 Agreement Export to Json Successfull: MSFT_Sarcom_INV_X12
-
-
21-02-2019 19:40:11 Exporting agreement to Json: MSFT_Sarcom_MSL_X12
21-02-2019 19:40:19 Agreement MSFT_Sarcom_MSL_X12 Exported to Json with Name MSFT_Sarcom_MSL_X12
21-02-2019 19:40:19 Agreement Export to Json Successfull: MSFT_Sarcom_MSL_X12
-
21-02-2019 19:40:23 Schema Output Directory is Files\Schemas\ 
21-02-2019 19:40:23 The configured DLL Directory Location is Empty. Assuming DLLs are to be read from the GAC
21-02-2019 19:41:23 WARNING! Assembly with name TrackerProperties, Version=1.2.0.0, Culture=neutral, PublicKeyToken=bd5a290fe1cf1a7f to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'TrackerProperties, Version=1.2.0.0, Culture=neutral, PublicKeyToken=bd5a290fe1cf1a7f' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:23 WARNING! Assembly with name MSIT.EAS.ICOE.Common.PropertySchemas.Encryption, Version=1.0.0.0, Culture=neutral, PublicKeyToken=00832d024c6f4158 to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'MSIT.EAS.ICOE.Common.PropertySchemas.Encryption, Version=1.0.0.0, Culture=neutral, PublicKeyToken=00832d024c6f4158' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:23 WARNING! Assembly with name TrackerProperties, Version=1.1.0.0, Culture=neutral, PublicKeyToken=bd5a290fe1cf1a7f to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'TrackerProperties, Version=1.1.0.0, Culture=neutral, PublicKeyToken=bd5a290fe1cf1a7f' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:23 WARNING! Assembly with name SaveWireMessageProperties, Version=1.0.0.0, Culture=neutral, PublicKeyToken=1069006e86fc8a27 to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'SaveWireMessageProperties, Version=1.0.0.0, Culture=neutral, PublicKeyToken=1069006e86fc8a27' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:23 WARNING! Assembly with name TrackerProperties, Version=1.0.0.0, Culture=neutral, PublicKeyToken=bd5a290fe1cf1a7f to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'TrackerProperties, Version=1.0.0.0, Culture=neutral, PublicKeyToken=bd5a290fe1cf1a7f' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:23 WARNING! Assembly with name ITBSys.EAS.OperationsFramework.Schemas.ITBSysOperationsFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=cc8f8ea55cf8b4d6 to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'ITBSys.EAS.OperationsFramework.Schemas.ITBSysOperationsFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=cc8f8ea55cf8b4d6' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:24 WARNING! Assembly with name MSIT.EAS.DynamicPortConnector.Envelopes, Version=1.0.0.0, Culture=neutral, PublicKeyToken=125e3021a2d414a5 to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'MSIT.EAS.DynamicPortConnector.Envelopes, Version=1.0.0.0, Culture=neutral, PublicKeyToken=125e3021a2d414a5' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:24 WARNING! Assembly with name MSIT.EAS.ICOE.Common.SharedSchemas, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8f7bc54a78ed43ca to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'MSIT.EAS.ICOE.Common.SharedSchemas, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8f7bc54a78ed43ca' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:24 WARNING! Assembly with name MSIT.EAS.ICOE.EDI.Headers.Schemas, Version=1.0.0.0, Culture=neutral, PublicKeyToken=be11e8f9ba8a903d to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'MSIT.EAS.ICOE.EDI.Headers.Schemas, Version=1.0.0.0, Culture=neutral, PublicKeyToken=be11e8f9ba8a903d' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:24 WARNING! Assembly with name MSIT.EAS.ICOE.Common.PropertySchemas.MTPBEnvelope, Version=1.0.0.0, Culture=neutral, PublicKeyToken=221ca440fa14a3f5 to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'MSIT.EAS.ICOE.Common.PropertySchemas.MTPBEnvelope, Version=1.0.0.0, Culture=neutral, PublicKeyToken=221ca440fa14a3f5' or one of its dependencies. The system cannot find the file specified.
21-02-2019 19:41:25 WARNING! Assembly with name MSIT.EAS.ICOE.Common.SharedMaps, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f244523b67cb8c36 to which identified Schemas belong is not found in GAC'ed DLLs. Message:Could not load file or assembly 'MSIT.EAS.ICOE.Common.SharedMaps, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f244523b67cb8c36' or one of its dependencies. The system cannot find the file specified.
